gencodeId	geneSymbol	median	tissueSiteDetail	entrezGeneId	geneType	chromosome	start	end	strand	tss
ENSG00000226696.5	LENG8-AS1	8.99975	Adipose - Subcutaneous	104355426	antisense	chr19	54444813	54449045	-	54449045
ENSG00000226824.6	RP4-756H11.3	2.12014	Adipose - Subcutaneous	100996437	sense intronic	chr7	66654538	66669855	+	66654538
ENSG00000227500.9	SCAMP4	34.5374	Adipose - Subcutaneous	113178	protein coding	chr19	1905214	1926013	+	1905214
ENSG00000228314.1	CYP4F29P	8.12997	Adipose - Subcutaneous	54055	transcribed unprocessed pseudogene	chr21	13843133	13848364	-	13848364
ENSG00000228335.1	AC073063.10	1.0717	Adipose - Subcutaneous		processed pseudogene	chr7	99442890	99443496	-	99443496
ENSG00000228782.7	MRPL45P2	3.78401	Adipose - Subcutaneous	653479	transcribed unprocessed pseudogene	chr17	47450568	47492492	-	47492492
ENSG00000230513.1	THAP7-AS1	3.98928	Adipose - Subcutaneous	439931	antisense	chr22	21001886	21010342	+	21001886
ENSG00000230965.1	SNX18P13	0.42172	Adipose - Subcutaneous		processed pseudogene	chr21	13905960	13906488	-	13906488
ENSG00000232098.3	CTD-2619J13.14	4.46329	Adipose - Subcutaneous		lincRNA	chr19	58404238	58408484	-	58408484
ENSG00000232388.4	LINC00493	42.6994	Adipose - Subcutaneous	388789	protein coding	chr20	18567347	18569563	+	18567347
ENSG00000232871.8	SEC1P	0.346714	Adipose - Subcutaneous	653677	unitary pseudogene	chr19	48638071	48682245	+	48638071
ENSG00000233006.6	AC034220.3	1.86353	Adipose - Subcutaneous	553103	processed transcript	chr5	132311285	132369916	-	132369916
ENSG00000233016.6	SNHG7	38.4904	Adipose - Subcutaneous	84973	antisense	chr9	136721366	136728184	-	136728184
ENSG00000234028.3	AC062029.1	1.0009	Adipose - Subcutaneous	101928403	antisense	chr2	88627539	88631821	+	88627539
ENSG00000234380.1	LINC01426	0.694644	Adipose - Subcutaneous	100506385	antisense	chr21	34745757	34784886	+	34745757
ENSG00000235098.8	ANKRD65	7.78967	Adipose - Subcutaneous	441869	protein coding	chr1	1418420	1421769	-	1421769
ENSG00000235111.1	RP1-29C18.8	0.318271	Adipose - Subcutaneous		sense intronic	chr22	49612657	49615716	-	49615716
ENSG00000235151.1	AC114730.2	1.37928	Adipose - Subcutaneous		lincRNA	chr2	241844380	241845036	+	241844380
ENSG00000236209.1	AC104135.2	0.398924	Adipose - Subcutaneous		lincRNA	chr2	74919555	74924846	-	74924846
ENSG00000239665.8	RP11-295P9.3	5.94023	Adipose - Subcutaneous		processed transcript	chr10	13631143	13668445	+	13631143
ENSG00000239672.7	NME1	26.7413	Adipose - Subcutaneous	4830	protein coding	chr17	51153536	51162428	+	51153536
ENSG00000240344.8	PPIL3	15.9045	Adipose - Subcutaneous	53938	protein coding	chr2	200870907	200889303	-	200889303
ENSG00000240370.6	RPL13P5	2.45657	Adipose - Subcutaneous	283345	transcribed processed pseudogene	chr12	6873389	6884741	+	6873389
ENSG00000241945.7	PWP2	0.58832	Adipose - Subcutaneous	5822	protein coding	chr21	44107290	44131181	+	44107290
ENSG00000242485.5	MRPL20	70.6906	Adipose - Subcutaneous	55052	protein coding	chr1	1401908	1407313	-	1407313
ENSG00000243678.11	NME2	385.965	Adipose - Subcutaneous	4831	protein coding	chr17	51165435	51171747	+	51165435
ENSG00000243697.1	RP11-463O9.1	0.220865	Adipose - Subcutaneous		processed pseudogene	chr16	86525457	86526252	+	86525457
ENSG00000243725.6	TTC4	25.0296	Adipose - Subcutaneous	7268	protein coding	chr1	54715822	54742657	+	54715822
ENSG00000244187.7	TMEM141	42.1064	Adipose - Subcutaneous	85014	protein coding	chr9	136791355	136793257	+	136791355
ENSG00000247077.6	PGAM5	11.7771	Adipose - Subcutaneous	192111	protein coding	chr12	132710819	132722734	+	132710819
ENSG00000247157.6	LINC01252	1.71984	Adipose - Subcutaneous	338817	lincRNA	chr12	11548030	11590369	+	11548030
ENSG00000248508.6	SRP14-AS1	3.19112	Adipose - Subcutaneous	100131089	lincRNA	chr15	40039311	40067290	+	40039311
ENSG00000249087.6	ZNF436-AS1	8.2798	Adipose - Subcutaneous	148898	antisense	chr1	23368997	23371839	+	23368997
ENSG00000254428.1	RP11-110I1.11	4.915	Adipose - Subcutaneous		antisense	chr11	119003742	119004893	-	119004893
ENSG00000255185.5	PDXDC2P	12.5798	Adipose - Subcutaneous		transcribed unprocessed pseudogene	chr16	70010751	70065945	-	70065945
ENSG00000255237.1	RP13-317D12.3	1.62198	Adipose - Subcutaneous		antisense	chr11	462930	463899	-	463899
ENSG00000256537.4	SMIM10L1	8.3715	Adipose - Subcutaneous	100129361	protein coding	chr12	11171222	11176016	+	11171222
ENSG00000257093.6	KIAA1147	18.0124	Adipose - Subcutaneous	57189	protein coding	chr7	141656728	141702153	-	141702153
ENSG00000258839.3	MC1R	4.61224	Adipose - Subcutaneous	4157	protein coding	chr16	89912119	89920977	+	89912119
ENSG00000261098.1	RP11-819C21.1	2.37207	Adipose - Subcutaneous		lincRNA	chr11	107312132	107316271	-	107316271
ENSG00000263033.2	RP11-396B14.2	1.19296	Adipose - Subcutaneous		lincRNA	chr16	11196177	11224969	+	11196177
ENSG00000266469.1	CTB-131K11.1	19.3488	Adipose - Subcutaneous		antisense	chr17	39401793	39406233	+	39401793
ENSG00000268006.1	PTOV1-AS1	6.17732	Adipose - Subcutaneous	100506033	antisense	chr19	49838639	49851676	-	49851676
ENSG00000272502.1	RP11-713M15.2	0.725373	Adipose - Subcutaneous		antisense	chr8	120812219	120813359	+	120812219
ENSG00000272578.5	AP000347.2	13.1609	Adipose - Subcutaneous		transcribed unprocessed pseudogene	chr22	23658094	23717356	-	23717356
ENSG00000272692.1	RP11-399K21.14	1.23201	Adipose - Subcutaneous	101929234	lincRNA	chr10	75409157	75411842	+	75409157
ENSG00000272886.5	DCP1A	18.1038	Adipose - Subcutaneous	55802	protein coding	chr3	53283428	53347610	-	53347610
ENSG00000272977.1	CTA-390C10.10	1.59465	Adipose - Subcutaneous		sense intronic	chr22	25476218	25479971	+	25476218
ENSG00000273483.1	RP4-671G15.2	0.573936	Adipose - Subcutaneous		antisense	chr1	112517799	112518441	-	112518441
ENSG00000274031.1	RP11-413H22.3	0.678795	Adipose - Subcutaneous		antisense	chr16	56465642	56466162	-	56466162
ENSG00000274414.1	RP5-965G21.4	1.20491	Adipose - Subcutaneous		lincRNA	chr20	25239007	25245229	-	25245229
ENSG00000275882.1	IKBKGP1	0.162476	Adipose - Subcutaneous		unprocessed pseudogene	chrX	154639978	154648275	-	154648275
ENSG00000279088.1	RP11-574K11.24	38.1318	Adipose - Subcutaneous		TEC	chr10	73742995	73744230	-	73744230
ENSG00000280502.1	Metazoa_SRP	0.46373	Adipose - Subcutaneous		misc RNA	chr11	118994334	118994630	+	118994334
ENSG00000006530.15	AGK	10.5524	Adipose - Visceral (Omentum)	55750	protein coding	chr7	141551189	141655244	+	141551189
ENSG00000025772.7	TOMM34	22.6534	Adipose - Visceral (Omentum)	10953	protein coding	chr20	44942130	44960486	-	44960486
ENSG00000027697.13	IFNGR1	160.717	Adipose - Visceral (Omentum)	3459	protein coding	chr6	137197484	137219449	-	137219449
ENSG00000037474.14	NSUN2	38.1118	Adipose - Visceral (Omentum)	54888	protein coding	chr5	6599239	6633291	-	6633291
ENSG00000041802.10	LSG1	23.1584	Adipose - Visceral (Omentum)	55341	protein coding	chr3	194640788	194672477	-	194672477
ENSG00000047346.12	FAM214A	16.117	Adipose - Visceral (Omentum)	56204	protein coding	chr15	52581317	52709817	-	52709817
ENSG00000053371.12	AKR7A2	48.5425	Adipose - Visceral (Omentum)	8574	protein coding	chr1	19303965	19312146	-	19312146
ENSG00000054611.13	TBC1D22A	15.283	Adipose - Visceral (Omentum)	25771	protein coding	chr22	46762617	47175699	+	46762617
ENSG00000055950.16	MRPL43	34.6892	Adipose - Visceral (Omentum)	84545	protein coding	chr10	100969458	100987515	-	100987515
ENSG00000064201.15	TSPAN32	1.55644	Adipose - Visceral (Omentum)	10077	protein coding	chr11	2301997	2318200	+	2301997
ENSG00000067836.12	ROGDI	9.25815	Adipose - Visceral (Omentum)	79641	protein coding	chr16	4796968	4802950	-	4802950
ENSG00000069943.9	PIGB	6.412	Adipose - Visceral (Omentum)	9488	protein coding	chr15	55318960	55355648	+	55318960
ENSG00000071189.21	SNX13	9.05771	Adipose - Visceral (Omentum)	23161	protein coding	chr7	17790761	17940501	-	17940501
ENSG00000071889.16	FAM3A	42.0544	Adipose - Visceral (Omentum)	60343	protein coding	chrX	154506159	154516242	-	154516242
ENSG00000073169.13	SELENOO	33.5379	Adipose - Visceral (Omentum)	83642	protein coding	chr22	50200979	50217616	+	50200979
ENSG00000075340.22	ADD2	1.61733	Adipose - Visceral (Omentum)	119	protein coding	chr2	70607618	70768225	-	70768225
ENSG00000081386.12	ZNF510	4.84519	Adipose - Visceral (Omentum)	22869	protein coding	chr9	96755865	96778129	-	96778129
ENSG00000085415.15	SEH1L	10.0865	Adipose - Visceral (Omentum)	81929	protein coding	chr18	12947133	12987536	+	12947133
ENSG00000087365.15	SF3B2	104.279	Adipose - Visceral (Omentum)	10992	protein coding	chr11	66050729	66069308	+	66050729
ENSG00000088876.11	ZNF343	10.3028	Adipose - Visceral (Omentum)	79175	protein coding	chr20	2481817	2524702	-	2524702
ENSG00000090054.13	SPTLC1	23.8612	Adipose - Visceral (Omentum)	10558	protein coding	chr9	92031999	92115384	-	92115384
ENSG00000090432.6	MUL1	27.0128	Adipose - Visceral (Omentum)	79594	protein coding	chr1	20499448	20508161	-	20508161
ENSG00000092094.10	OSGEP	19.4184	Adipose - Visceral (Omentum)	55644	protein coding	chr14	20446411	20455105	-	20455105
ENSG00000099821.13	POLRMT	25.0333	Adipose - Visceral (Omentum)	5442	protein coding	chr19	617224	633604	-	633604
ENSG00000099968.17	BCL2L13	16.8245	Adipose - Visceral (Omentum)	23786	protein coding	chr22	17628855	17730855	+	17628855
ENSG00000100239.15	PPP6R2	34.8487	Adipose - Visceral (Omentum)	9701	protein coding	chr22	50343304	50445090	+	50343304
ENSG00000100441.9	KHNYN	33.7541	Adipose - Visceral (Omentum)	23351	protein coding	chr14	24429286	24441834	+	24429286
ENSG00000101158.13	NELFCD	56.3259	Adipose - Visceral (Omentum)	51497	protein coding	chr20	58981208	58995133	+	58981208
ENSG00000101577.9	LPIN2	16.6179	Adipose - Visceral (Omentum)	9663	protein coding	chr18	2916994	3013315	-	3013315
ENSG00000102572.14	STK24	18.7436	Adipose - Visceral (Omentum)	8428	protein coding	chr13	98445185	98577940	-	98577940
ENSG00000102858.12	MGRN1	22.275	Adipose - Visceral (Omentum)	23295	protein coding	chr16	4616493	4690974	+	4616493
ENSG00000102910.13	LONP2	21.649	Adipose - Visceral (Omentum)	83752	protein coding	chr16	48244296	48363122	+	48244296
ENSG00000103199.13	ZNF500	5.27247	Adipose - Visceral (Omentum)	26048	protein coding	chr16	4748239	4767624	-	4767624
ENSG00000103245.13	NARFL	8.62136	Adipose - Visceral (Omentum)	64428	protein coding	chr16	729753	741329	-	741329
ENSG00000103326.11	CAPN15	16.6575	Adipose - Visceral (Omentum)	6650	protein coding	chr16	527717	554636	+	527717
ENSG00000103550.13	KNOP1	3.66189	Adipose - Visceral (Omentum)	400506	protein coding	chr16	19701934	19718235	-	19718235
ENSG00000104738.16	MCM4	6.08088	Adipose - Visceral (Omentum)	4173	protein coding	chr8	47960185	47978160	+	47960185
ENSG00000104886.11	PLEKHJ1	41.5121	Adipose - Visceral (Omentum)	55111	protein coding	chr19	2230084	2237704	-	2237704
ENSG00000105355.8	PLIN3	28.8141	Adipose - Visceral (Omentum)	10226	protein coding	chr19	4838341	4867768	-	4867768
ENSG00000105771.13	SMG9	8.8749	Adipose - Visceral (Omentum)	56006	protein coding	chr19	43727992	43754990	-	43754990
ENSG00000105982.16	RNF32	0.761576	Adipose - Visceral (Omentum)	140545	protein coding	chr7	156640281	156677130	+	156640281
ENSG00000107099.15	DOCK8	8.0596	Adipose - Visceral (Omentum)	81704	protein coding	chr9	214854	465259	+	214854
ENSG00000107185.9	RGP1	12.575	Adipose - Visceral (Omentum)	9827	protein coding	chr9	35749287	35758575	+	35749287
ENSG00000107854.5	TNKS2	26.3731	Adipose - Visceral (Omentum)	80351	protein coding	chr10	91798312	91865276	+	91798312
ENSG00000109083.13	IFT20	22.8395	Adipose - Visceral (Omentum)	90410	protein coding	chr17	28328325	28335489	-	28335489
ENSG00000111215.11	PRR4	3.18577	Adipose - Visceral (Omentum)	5554	protein coding	chr12	10845849	11171613	-	11171613
ENSG00000112130.16	RNF8	5.49106	Adipose - Visceral (Omentum)	9025	protein coding	chr6	37353972	37394738	+	37353972
ENSG00000113971.19	NPHP3	19.9835	Adipose - Visceral (Omentum)	27031	protein coding	chr3	132680609	132722442	-	132722442
ENSG00000115073.7	ACTR1B	67.4379	Adipose - Visceral (Omentum)	10120	protein coding	chr2	97655963	97664107	-	97664107
ENSG00000115750.16	TAF1B	6.68803	Adipose - Visceral (Omentum)	9014	protein coding	chr2	9843354	9934416	+	9843354
ENSG00000116688.16	MFN2	53.4474	Adipose - Visceral (Omentum)	9927	protein coding	chr1	11980181	12013514	+	11980181
ENSG00000117335.19	CD46	74.1089	Adipose - Visceral (Omentum)	4179	protein coding	chr1	207752057	207795513	+	207752057
ENSG00000117533.14	VAMP4	12.9829	Adipose - Visceral (Omentum)	8674	protein coding	chr1	171700160	171742247	-	171742247
ENSG00000119227.7	PIGZ	8.45325	Adipose - Visceral (Omentum)	80235	protein coding	chr3	196946343	196969060	-	196969060
ENSG00000123815.11	COQ8B	18.4298	Adipose - Visceral (Omentum)	79934	protein coding	chr19	40691529	40718207	-	40718207
ENSG00000125445.10	MRPS7	36.6759	Adipose - Visceral (Omentum)	51081	protein coding	chr17	75261674	75266373	+	75261674
ENSG00000125458.6	NT5C	51.9124	Adipose - Visceral (Omentum)	30833	protein coding	chr17	75130225	75131795	-	75131795
ENSG00000125733.17	TRIP10	116.217	Adipose - Visceral (Omentum)	9322	protein coding	chr19	6737925	6751526	+	6737925
ENSG00000131845.14	ZNF304	6.98252	Adipose - Visceral (Omentum)	57343	protein coding	chr19	57351307	57359898	+	57351307
ENSG00000132199.18	ENOSF1	14.3085	Adipose - Visceral (Omentum)	55556	protein coding	chr18	670324	712676	-	712676
ENSG00000132286.11	TIMM10B	25.9683	Adipose - Visceral (Omentum)	26515	protein coding	chr11	6481447	6484679	+	6481447
ENSG00000132313.14	MRPL35	16.6546	Adipose - Visceral (Omentum)	51318	protein coding	chr2	86199355	86213794	+	86199355
ENSG00000134897.13	BIVM	12.2971	Adipose - Visceral (Omentum)	54841	protein coding	chr13	102799049	102841535	+	102799049
ENSG00000135390.17	ATP5G2	137.668	Adipose - Visceral (Omentum)	517	protein coding	chr12	53632726	53677408	-	53677408
ENSG00000135744.7	AGT	14.0063	Adipose - Visceral (Omentum)	183	protein coding	chr1	230702523	230714297	-	230714297
ENSG00000136485.14	DCAF7	21.1829	Adipose - Visceral (Omentum)	10238	protein coding	chr17	63550461	63594266	+	63550461
ENSG00000136492.8	BRIP1	0.188308	Adipose - Visceral (Omentum)	83990	protein coding	chr17	61681266	61863521	-	61863521
ENSG00000137074.18	APTX	13.2532	Adipose - Visceral (Omentum)	54840	protein coding	chr9	32972606	33025168	-	33025168
ENSG00000137806.8	NDUFAF1	16.4102	Adipose - Visceral (Omentum)	51103	protein coding	chr15	41387349	41402519	-	41402519
ENSG00000137876.9	RSL24D1	55.5802	Adipose - Visceral (Omentum)	51187	protein coding	chr15	55180806	55197067	-	55197067
ENSG00000138363.14	ATIC	35.6384	Adipose - Visceral (Omentum)	471	protein coding	chr2	215311817	215349773	+	215311817
ENSG00000139899.10	CBLN3	8.69448	Adipose - Visceral (Omentum)	643866	protein coding	chr14	24426532	24430954	-	24430954
ENSG00000140400.16	MAN2C1	91.813	Adipose - Visceral (Omentum)	4123	protein coding	chr15	75355207	75368630	-	75368630
ENSG00000140474.12	ULK3	36.7674	Adipose - Visceral (Omentum)	25989	protein coding	chr15	74836116	74843346	-	74843346
ENSG00000142188.16	TMEM50B	41.2378	Adipose - Visceral (Omentum)	757	protein coding	chr21	33432485	33480011	-	33480011
ENSG00000143149.12	ALDH9A1	70.9637	Adipose - Visceral (Omentum)	223	protein coding	chr1	165662216	165698863	-	165698863
ENSG00000144559.10	TAMM41	6.09248	Adipose - Visceral (Omentum)	132001	protein coding	chr3	11790442	11846919	-	11846919
ENSG00000145217.13	SLC26A1	1.7504	Adipose - Visceral (Omentum)	10861	protein coding	chr4	979073	993440	-	993440
ENSG00000145476.15	CYP4V2	13.198	Adipose - Visceral (Omentum)	285440	protein coding	chr4	186191520	186213456	+	186191520
ENSG00000146707.14	POMZP3	16.6894	Adipose - Visceral (Omentum)	22932	protein coding	chr7	76609986	76627261	-	76627261
ENSG00000148218.15	ALAD	28.9145	Adipose - Visceral (Omentum)	210	protein coding	chr9	113386317	113401333	-	113401333
ENSG00000148396.18	SEC16A	25.8273	Adipose - Visceral (Omentum)	9919	protein coding	chr9	136440096	136483759	-	136483759
ENSG00000151208.16	DLG5	13.575	Adipose - Visceral (Omentum)	9231	protein coding	chr10	77790791	77926526	-	77926526
ENSG00000152117.17	AC093838.4	23.2551	Adipose - Visceral (Omentum)	150776	transcribed processed pseudogene	chr2	131492813	131521573	+	131492813
ENSG00000152254.10	G6PC2	0.035039	Adipose - Visceral (Omentum)	57818	protein coding	chr2	168901240	168910000	+	168901240
ENSG00000154252.11	GAL3ST2	0.664273	Adipose - Visceral (Omentum)	64090	protein coding	chr2	241776825	241804208	+	241776825
ENSG00000155542.11	SETD9	4.45245	Adipose - Visceral (Omentum)	133383	protein coding	chr5	56909260	56925532	+	56909260
ENSG00000156171.14	DRAM2	39.2582	Adipose - Visceral (Omentum)	128338	protein coding	chr1	111117333	111140216	-	111140216
ENSG00000156172.5	C8orf37	2.04841	Adipose - Visceral (Omentum)	157657	protein coding	chr8	95244919	95269201	-	95269201
ENSG00000156261.12	CCT8	89.8885	Adipose - Visceral (Omentum)	10694	protein coding	chr21	29055805	29073797	-	29073797
ENSG00000156802.12	ATAD2	4.84462	Adipose - Visceral (Omentum)	29028	protein coding	chr8	123319850	123416350	-	123416350
ENSG00000157617.16	C2CD2	37.623	Adipose - Visceral (Omentum)	25966	protein coding	chr21	41885112	41953890	-	41953890
ENSG00000157734.13	SNX22	1.71255	Adipose - Visceral (Omentum)	79856	protein coding	chr15	64151715	64157481	+	64151715
ENSG00000159733.13	ZFYVE28	3.88788	Adipose - Visceral (Omentum)	57732	protein coding	chr4	2269582	2418663	-	2418663
ENSG00000159788.18	RGS12	7.87259	Adipose - Visceral (Omentum)	6002	protein coding	chr4	3293028	3439913	+	3293028
ENSG00000160075.11	SSU72	49.2738	Adipose - Visceral (Omentum)	29101	protein coding	chr1	1541673	1574869	-	1574869
ENSG00000160284.14	SPATC1L	5.55453	Adipose - Visceral (Omentum)	84221	protein coding	chr21	46161148	46184476	-	46184476
ENSG00000160325.14	CACFD1	6.79621	Adipose - Visceral (Omentum)	11094	protein coding	chr9	133459965	133470848	+	133459965
ENSG00000164305.18	CASP3	17.462	Adipose - Visceral (Omentum)	836	protein coding	chr4	184627696	184649509	-	184649509
ENSG00000164880.15	INTS1	32.1007	Adipose - Visceral (Omentum)	26173	protein coding	chr7	1470277	1504367	-	1504367
ENSG00000165392.9	WRN	7.33055	Adipose - Visceral (Omentum)	7486	protein coding	chr8	31033801	31173769	+	31033801
ENSG00000165501.16	LRR1	6.47528	Adipose - Visceral (Omentum)	122769	protein coding	chr14	49598697	49614672	+	49598697
ENSG00000166839.16	ANKDD1A	6.89928	Adipose - Visceral (Omentum)	348094	protein coding	chr15	64911902	64958700	+	64911902
ENSG00000167306.19	MYO5B	1.79099	Adipose - Visceral (Omentum)	4645	protein coding	chr18	49822813	50195093	-	50195093
ENSG00000167384.10	ZNF180	3.41063	Adipose - Visceral (Omentum)	7733	protein coding	chr19	44474428	44500524	-	44500524
ENSG00000168924.14	LETM1	21.6283	Adipose - Visceral (Omentum)	3954	protein coding	chr4	1811479	1856247	-	1856247
ENSG00000171116.7	HSFX1	0.0425339	Adipose - Visceral (Omentum)	100506164	protein coding	chrX	149774068	149776867	+	149774068
ENSG00000171421.12	MRPL36	23.4196	Adipose - Visceral (Omentum)	64979	protein coding	chr5	1798386	1801366	-	1801366
ENSG00000171574.17	ZNF584	7.32465	Adipose - Visceral (Omentum)	201514	protein coding	chr19	58401504	58418327	+	58401504
ENSG00000172500.12	FIBP	54.6548	Adipose - Visceral (Omentum)	9158	protein coding	chr11	65883741	65888539	-	65888539
ENSG00000173209.22	AHSA2	47.5978	Adipose - Visceral (Omentum)	130872	protein coding	chr2	61177418	61191203	+	61177418
ENSG00000173660.11	UQCRH	249.054	Adipose - Visceral (Omentum)	7388	protein coding	chr1	46303631	46316776	+	46303631
ENSG00000175287.18	PHYHD1	20.3849	Adipose - Visceral (Omentum)	254295	protein coding	chr9	128920895	128942041	+	128920895
